id	sentence	utterance
16	Hey! It's starting to snow.	['snow is related to white', 'snow is related to cold', 'snow is related to winter', 'snow is related to precipitation', 'snow is related to rain', 'snow is related to frozen', 'snow is related to water', 'You are likely to find snow in the mountains', 'snow is related to flakes']
17	Look, please, please don't go anywhere, okay?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'You would entertain someone because you want please them', 'please is related to asking', 'please is related to request', 'please is related to polite']
18	He's right, even if it's to say something complementary.	['turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'complemental is a synonym of complementary', 'antonymous is similar to complementary', 'completing is a synonym of complementary', 'complementary is a synonym of complementary color', 'additive is similar to complementary', 'complementary is similar to additive', 'say is related to speak', 'repeat is related to say', 'say is related to talk', 'mention is related to say']
19	Hey, does somebody wanna hand me one of those tiles.	['somebody is a synonym of person', 'Na is a synonym of sodium', 'hand is related to fingers', 'hand is related to arm', 'finger is related to hand', 'hand is related to body', 'hand is related to part', 'hand is related to five', 'hand is related to body part']
20	Chloe, switch with me, there's some guys here that got a crush on you.	['switch is a synonym of interchange', 'smash is related to crush']
21	I'm the supply manager.	['a manager can chair a meeting', 'paint is related to supply']
22	What did you want to show us? Because all I can see is this bitchin van	['need is related to want', 'desire is related to want', 'want is related to desire', 'van is a type of camper', 'moving van is a type of van', 'van is a type of car', 'You can use a show to entertain', 'a show is used for entertainment', '*Something you find at a show is seats', 'You are likely to find an audience in a show', 'You are likely to find a show in a theatre', '*Something you find at a show is an actor', '*Something you find at a show is an entertainer', '*Something you find at a show is a seat', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see']
23	You still love me?	['Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love']
24	No! I'm so happy for them!	['smile is related to happy', 'You would sing because you are happy', 'glad is related to happy', 'birthday is related to happy', 'happy is related to emotion', 'some people are happy', 'The effect of giving a gift is happy', 'You would smile because you are happy']
25	Look I never should have kissed your girlfriend, but I'm	['girlfriend is a type of lover', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have']
26	Lovely	[]
27	Well ah, I've been doing a lot of thinking, and I look at my life	['much is related to lot', 'lot is related to parking', 'many is related to lot', 'crowd is related to lot', 'thinking requires a brain', 'Something you might do while writing is thinking', 'The effect of thinking is ideas', 'your brain is used for thinking', 'thinking is for solving problems', 'mind is for thinking', 'Something you need to do before you answer questions is thinking', 'thinking is for deciding something', 'death is part of life.', 'water is life', 'Life is finite', 'Life is for living', 'The effect of living is life', '*Something you find on earth is life', 'a person wants life', 'life is good']
28	I'm the ruptured spleen.	['spleen is a part of lymphatic system', 'spleen is a synonym of irascibility', 'spleen is a type of lymphatic tissue']
29	Why?	[]
30	Oh-oh, that's a risky little game!	['Polo is a game', 'football is a type of game', 'Baseball is a game', 'Chess is a game', 'game is related to play', 'game is related to fun', 'risky is a synonym of hazardous', 'risky is a synonym of high-risk', 'little is related to small', 'little is related to tiny', 'baby is related to little']
31	Oh, come on!	['return is related to come', 'arrive is related to come', 'come is related to arrive']
32	Cause all I ever get to do now is pregnant stuff, it just bums me out.	['pregnant is similar to with child', 'pregnant is a synonym of fraught', 'pregnant is a synonym of significant', 'Something you need to do before you get something is ask for it', 'If you want to get something then you should reach for it', 'get is related to receive', 'get is related to acquire', 'get is related to obtain', '*Something you find at a bus stop is bums', 'bums can be found in alleys', '*Something you find in a park is bums', 'a train station is for Bums', '*Something you find under a bridge is bums', 'property is related to stuff', 'do is related to action', 'repeat is related to do', 'play is related to do']
33	Hey.	[]
34	This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.	[]
35	Whoa, maybe I was!	[]
36	Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?	['go is similar to a-okay', 'okay is a synonym of all right', 'a-ok is a synonym of a-okay', 'a-okay is similar to go', 'okay is a synonym of approve', 'okay is a synonym of hunky-dory', 'okay is a synonym of O.K.', 'look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'see is related to look', 'observe is related to look', 'look is related to seeing']
37	Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.	"['birthday is related to birth', 'born is related to birth', 'a friend is for confiding', 'dog is related to friend', 'An activity a friend can do is talk', 'a friend is used for companionship', 'friend is related to buddy', 'enemy is not friend', 'friend is related to pal', ""*Something you find at a friend's wedding is your friend"", 'A friend can come over', 'A friend can keep a secret', 'enemy is the opposite of friend']"
38	Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.	['dismantle is a synonym of level', 'dismantle is a synonym of disassemble', 'dismantle is a synonym of strip', 'a stethoscope is a device', 'A bomb is a device', 'scale is related to device', 'eye is related to device', 'clock is related to device', 'A musical instrument is a device', 'phone is related to device', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'nuclear is used in the context of biology']
39	Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.	['offer is related to give', 'provide is related to give', 'pay is related to give', 'surrender is related to give', 'feed is related to give', 'picky is a synonym of finical']
40	That oughta do it.	[]
41	Hey.	[]
42	All right I'll have one.	['turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have']
43	Ross umm, there's something that I've got to tell you, there's-there's someone else.	['call is related to someone', 'someone is a synonym of person', 'If you want to forgive someone then you should tell them', 'You would mail a letter because you want tell someone something', 'explain is related to tell']
44	Yeah, I mean, it would be rude to them for us to leave now.	"[""A person doesn't want to be rude"", 'leave is related to go', 'be is related to exist', 'exist is related to to be', 'being is related to to be']"
45	Twenty-one hours, you're a hero.	[]
46	No, I know, but I,he just went on.	[]
47	Okay, now much have you won so far?	[]
48	It's my friends.	[]
49	No!! You have been screwing us all day!	['birthday is related to day', 'morning is related to day', 'day is related to time', 'evening is related to day', 'day is related to week']
50	I did not mean to touch that,I mean	['touch is related to sense', 'touch is related to feeling', 'touch is related to feel', 'feel is related to touch', 'touch is related to fingers', 'touch is related to finger', 'touch is related to contact', 'touch is related to hand', 'People can be mean', 'average is related to mean', 'mean is related to average']
51	I'm supposed to teach a graduate seminar there in ten minutes.	['Something that might happen when you pass your university exams is you graduate', 'You would express information because you want to teach somebody', 'a teacher wants to teach', 'seminar is a type of conference', 'seminar is a type of course', 'feet is related to ten']
52	I was thkinking about maybe going into the Robot.	[]
53	Oh well. It probably would've been the most constructive solution.	['constructive is similar to positive', 'structural is similar to constructive', 'constructive is similar to structural', 'positive is similar to constructive', 'inferential is similar to constructive', 'positive is related to constructive', 'constructive is similar to inferential', 'constructive is similar to formative', 'constructive is similar to reconstructive', 'constructive is similar to formative', 'constructive is similar to creative', 'answer is related to solution', 'problem is related to solution']
54	Nothing. It's just old and dingy, that's all.	['dingy is a synonym of disconsolate', 'dingy is a synonym of begrimed', 'dingy is a synonym of muddied', 'age is related to old', 'record is related to old', 'ancient is related to old', 'old is related to age', 'ruin is related to old', 'old is not young']
55	Yeah?	[]
56	Uh-huh!	[]
57	The end.	['end is related to finish', 'end is not beginning']
58	Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.	['call is related to phone', 'call is related to telephone', 'You would remember a phone number because you want to call someone', 'call is related to ring', 'call is related to action', 'If you want to meet a friend then you should call them', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'hang is related to noose', 'hang is related to death', 'hang is related to suspend', 'hang is related to rope', 'return is related to come', 'arrive is related to come', 'come is related to arrive', 'first is related to second', 'minute is related to second']
59	Pheebs?	[]
60	Yeah. Yeah, that's what you need a good .. pill.	['first is related to second', 'minute is related to second', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good', 'a pill is for medicine', '*Something you find in a cabinet is a pill', 'pill is related to medicine']
61	Hey!	[]
62	Can't do it, can you?	['do is related to action', 'repeat is related to do', 'play is related to do']
63	Yeah, she's fired.	[]
64	Nope. Op, wait! There he goes.	['One of the things you do when you fish is wait']
65	Hey, do you know a six-letter word for red?	['a word is part of a sentence', 'a verb is a word', 'a letter is part of a word', 'A word is part of language', 'word is related to sentence', 'a word can mean things', 'earth is a word', 'a word can mean more than one thing', 'apple can be red', 'apple is related to red', 'color is related to red', 'blood is related to red', 'red is related to color', 'stop is related to red', 'You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know']
66	Okay?	[]
67	I know but it's so hard! Nothing rhymes with your stupid name!	['a name is something that is used to identify something or someone', 'name is related to person', 'name is related to title', 'name is related to personal', 'name is related to label', 'a name is for labeling things', 'mark is related to name', 'name is related to identity', 'people can be stupid', 'metal is related to hard', 'Most rocks are hard', 'difficult is related to hard', 'Ice is hard', 'bone is related to hard', 'Stones are hard', 'rock is related to hard']
68	Take a couple deep breaths.	['The oceans are deep', 'a couple can tie the knot', 'A couple is two', 'An activity a couple can do is watch a movie', 'a couple can row about anything']
69	No no, you don't have to fly back, really.	['have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have', 'a fly is a insect', 'fly is related to insect', 'a kite can fly', 'Flies can fly', 'pigs do not fly', 'An activity mosquitoes can do is fly', 'A mosquito can fly', 'a bird wants to fly']
70	What?	[]
71	Okay?	[]
72	Hi, Joey. Well well, look what you brought. Very nice.	['look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'see is related to look', 'observe is related to look', 'look is related to seeing', 'sex is nice', 'kind is related to nice', 'family is nice', 'Some people are nice']
73	What was that?!	[]
74	Yeah?	[]
75	On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.	['foreign is related to other', 'hand is related to fingers', 'hand is related to arm', 'finger is related to hand', 'hand is related to body', 'hand is related to part', 'hand is related to five', 'hand is related to body part', 'Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love', 'fellow is related to guy', 'man is related to guy']
76	That is the coast guard!	['A guard can sound the alarm', 'guard is related to security', 'guard is related to person', 'guard is related to protect', 'guard is related to protection', 'coast is related to beach', 'coast is related to ocean', 'coast is related to edge', 'coast is related to shore', 'coast is related to sea', 'coast is related to land', 'coast is related to shoreline', 'coast is related to water', 'coast is related to line']
77	Ah well, this is the living room.	['home is related to living', 'room is related to living', 'house is related to living', 'animal is related to living', 'The effect of living is dying', 'a home is for living', 'breathing is for living', 'Life is for living', 'Something that might happen as a consequence of living is death', 'room is related to house', 'class is related to room', 'room is related to space', 'room is related to walls', 'room is related to living', 'cell is related to room', 'hall is related to room']
78	Oh, hey, look, I found coffee! Okay, let's skedaddle.	['look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'see is related to look', 'observe is related to look', 'look is related to seeing', 'skedaddle is a way to run', 'skedaddle is a type of escape', 'drop is related to let', 'let is related to allow', 'allow is related to let', 'let is related to rent', 'let is related to permit', 'coffee is a stimulant', 'Coffee contains caffeine', 'Coffee is served hot', 'You are likely to find coffee in a coffee shop.', 'You are likely to find a sugar in coffee', 'a mug is used for coffee', 'Coffee is made from coffee beans', 'hey is a synonym of hello']
79	I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?	['doctor is related to medical', '*Something you find at the doctor is a stethoscope', 'a veterinarian is a doctor', '*Something you find at the doctor is an examination table', '*Something you find at the doctor is a tongue depressor', 'a surgeon is a doctor', 'A doctor can help a sick person', 'doctor is related to profession', 'A nurse can care for a patient', '*Something you find at a hospital is a nurse', 'the nurse can page the doctor', 'a nurse can resuscitate someone.', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see', 'servant is related to helper', 'Polo is a game', 'football is a type of game', 'Baseball is a game', 'Chess is a game', 'game is related to play', 'game is related to fun', 'fellow is related to guy', 'man is related to guy']
80	I just called a friend of mine.	"['a mine is a weapon', 'mine is related to coal', 'a friend is for confiding', 'dog is related to friend', 'An activity a friend can do is talk', 'a friend is used for companionship', 'friend is related to buddy', 'enemy is not friend', 'friend is related to pal', ""*Something you find at a friend's wedding is your friend"", 'A friend can come over', 'A friend can keep a secret', 'enemy is the opposite of friend']"
81	"Even if people are on it!"""	[]
82	I-I'm really sorry. It's just that I	['regret is related to sorry']
83	Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.	['need is related to want', 'desire is related to want', 'want is related to desire', 'look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'see is related to look', 'observe is related to look', 'look is related to seeing', 'room is related to house', 'class is related to room', 'room is related to space', 'room is related to walls', 'room is related to living', 'cell is related to room', 'hall is related to room', 'clothes hamper is a type of hamper']
84	I guess you'd know that, being one of the two of us, though, right?	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know']
85	Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!	['stop is related to sign', 'stop is related to red', 'sign is related to stop', 'stop is related to halt', 'stop is not go', 'You are likely to find a stop in an organ', '*Something you find in jail is a prisoner', '*Something you find in jail is criminals', '*Something you find in jail is convicts', 'You are likely to find a human in jail', '*Something you find in jail is guards', '*Something you find in jail is prisoners', 'cell is related to jail', '*Something you find in jail is a criminal', '*Something you find in jail is bars', '*Something you find in jail is prostitutes', 'regret is related to sorry', 'fellow is related to guy', 'man is related to guy']
86	Almost! But first, we gotta start.	['start is related to beginning', 'start is related to begin', 'one is related to first', 'first is related to second', 'first is related to before', 'first is related to before second', 'first is related to number', 'Ta is a synonym of tantalum']
87	You building a post office?	['*Something you find at the office is computers', '*Something you find at the office is a chair', 'You are likely to find a pen in an office.', 'desk is related to office', 'office is related to work', '*Something you find in the office is a telephone', 'post is related to mail', 'letter is related to post', 'post is related to fence', 'post is related to after']
88	Stick to the list.	['distribution list is a type of list', 'list is a synonym of number', 'hit parade is a type of list', 'index is a way to list', 'short list is a type of list', 'key is a type of list']
89	Uh yes! Thank you.	[]
90	And then for forgetting to invite you to it.	['Something you need to do before you have friends over is invite them']
91	So Ross, how umm, how did it go with Bonnie?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
92	What are you up too?	[]
93	Yes it is.	[]
94	So how'd it go?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
95	What is the matter with your face?!	['atom is related to matter', 'eye is related to face', 'nose is related to face', 'You are likely to find a nose in your face', 'face is related to head', 'head is related to face', 'face is related to eyes', 'face is related to nose', 'mouth is related to face']
96	It would be nice to have a little guarantee though.	['sex is nice', 'kind is related to nice', 'family is nice', 'Some people are nice', 'little is related to small', 'little is related to tiny', 'baby is related to little', 'be is related to exist', 'exist is related to to be', 'being is related to to be', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have']
97	Then we went to this bar and he hooked us up with all these women!	['bar is related to place', 'bar is related to drinking', 'soap is related to bar', 'bar is related to pub', 'bar is related to drinks', 'bar is related to alcohol', 'a bar is a place', '*Something you find at a bar is beer']
98	I've never loved anybody as much as I love you.	['Anybody can forget anything', 'much is related to lot', 'much is the opposite of little', 'price is related to much']
99	No just, nobody press on my stomach.	['*Something you find in a stomach is food', 'belly is related to stomach', 'press is related to push', 'press is related to down', 'press is related to iron', 'press is related to button', 'nobody is a synonym of cipher']
