id	sentence	utterance
11	Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.	['present is related to gift', 'now is related to present', 'present is related to now', 'a present can surprise a child', 'current is related to present']
12	Well, I'm sorry, too, but there's just no room for you in my wallet.	['room is related to house', 'class is related to room', 'room is related to space', 'room is related to walls', 'room is related to living', 'cell is related to room', 'hall is related to room', 'regret is related to sorry', 'wallet is related to money', 'You are likely to find money in a wallet.', 'wallet is related to pocket', 'wallet is related to purse', 'You are likely to find a wallet in pockets', 'You are likely to find a wallet in a purse', '*Something you find in a pocket is a wallet', 'wallet is related to leather']
13	I've got some feelers out. In the meantime, listen to this.	"['meantime is a synonym of interim', 'meantime is a synonym of in the meantime', 'listen is related to hear', 'hear is related to listen', 'You would listen because you want learn', 'If you want to listen then you should stop talking', 'Something you need to do before you listen is pay attention', ""Something that might happen when you listen is you'll learn something"", 'If you want to hear music then you should listen', 'Something that might happen when you listen is you learn', 'Something that might happen when you talk to someone is that they listen']"
14	That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?	['page is related to book', 'reading is related to book', 'a book is used for learning', 'dictionary is related to book', 'a book is part of library', 'A book is created by a writer.', 'book is related to pages', 'You are likely to find a book in a classroom', 'book is related to reading', 'fictional is a synonym of fabricated', 'Harry Potter is fictional', 'character is related to fictional', 'darling is a synonym of beloved', 'death is part of life.', 'water is life', 'Life is finite', 'Life is for living', 'The effect of living is life', '*Something you find on earth is life', 'a person wants life', 'life is good', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see', 'lady is related to woman', 'dress is related to woman', 'woman is related to female', 'girl is related to woman', 'mother is related to woman', 'woman is related to girl', 'woman is related to lady', 'character is related to person', 'character is related to story', 'character is related to book', 'You are likely to find a character in a play in a theater', 'letter is related to character', 'character is related to personality', 'character is related to play']
15	Not to mention you'd have to power down on saturdays.	['mention is related to say', 'energy is related to power', 'power is related to energy', 'power is related to electricity', 'power is related to strength', 'a politician wants power', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have']
16	Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.	['letter is related to alphabet', 'letter is related to envelope', 'a letter is part of a word', 'letter is related to note', 'letter is related to mail', 'A letter is used for communication', 'letter is related to written', 'waste is related to trash', 'You are likely to find a trash in the dump', 'You are likely to find trash in a dumpster', '*Something you find in the trash is garbage', '*Something you find on the subway is trash', 'You are likely to find trash in a trash bin', 'You are likely to find trash in a garbage dump', 'Trash can be recycled', 'opportunity is a type of possibility', 'possibility is a synonym of hypothesis', 'suggest is a synonym of propose', 'suggest is a synonym of hint', 'call is related to someone', 'someone is a synonym of person']
17	Technically, yes. But, if you'll notice... It's reversible!	['revocable is similar to reversible', 'reversible is similar to double-faced', 'correctable is similar to reversible', 'reversible is similar to changeable', 'double-faced is similar to reversible', 'reversible is used in the context of physics', 'sign is related to notice']
18	Just the latest copy of Applied Particle Physics quarterly.	['copy is related to duplicate', 'copy is related to xerox', 'paste is related to copy']
19	Oh, you know, that is so weird that yours came and mine didn't.	['a mine is a weapon', 'mine is related to coal', 'people are weird']
20	Do you think Penny will come here and take care of us?	['If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'rest is related to take', 'bring is related to take', 'accept is related to take', 'return is related to come', 'arrive is related to come', 'come is related to arrive', 'care is related to love', 'care is related to loving', 'care is related to concern', 'care is related to after', 'care is related to tend']
21	- Now?! - No, after my tongue has swollen to the size of a brisket!	['*Something you find in your mouth is your tongue', 'taste is related to tongue', 'The tongue is covered with taste buds', 'The tongue can taste food', 'size is related to small', 'size is related to large', 'size is related to measurement', 'size is related to big', 'size is related to medium', 'size is related to measure', 'size is related to how', 'brisket is a type of cut']
22	"What else? Sell it on eBay as ""slightly used."""	[]
23	Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.	['A cop can tail a suspect', 'cop is a synonym of hook', 'cop is a synonym of bull', 'cop is a synonym of collar', 'policeman is related to cop', 'The first thing you do when you attend a lecture is sit', 'chair is related to sit', 'seat is related to sit', 'You can use a folding chair to sit', 'You can use a club chair to sit', 'touch is related to feel', 'feel is related to touch', 'feel is related to sense', 'idea is related to thought', 'theory is related to idea', 'idea is related to bulb', 'moment is related to time', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see', '*Something you find at a home is comfort']
24	"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two."""	['a word is part of a sentence', 'a verb is a word', 'a letter is part of a word', 'A word is part of language', 'word is related to sentence', 'a word can mean things', 'earth is a word', 'a word can mean more than one thing', 'People can be mean', 'average is related to mean', 'mean is related to average', 'plenty is a synonym of batch', 'plenitude is a synonym of plenty']
25	Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.	['biology is a science', 'physics is a science', 'You are likely to find a science in a university', 'science is related to chemistry', 'science is related to biology', 'Chemistry is a science', 'science is related to subject', 'science is related to study', 'make is related to create', 'manufacture is related to make', 'offer is related to make', 'produce is related to make', 'build is related to make', 'polish is related to make', 'be is related to exist', 'exist is related to to be', 'being is related to to be', '*Something you find in space is a star', '*Something you find in space is the moon', 'room is related to space', '*Something you find in space is planets', '*Something you find in space is vacuum', 'space is related to outer', '*Something you find in space is a black hole', 'space is related to stars', 'You would entertain someone because you want please them', 'please is related to asking', 'please is related to request', 'please is related to polite', 'You are likely to find a cat in your way', 'door is related to way', 'subscription is a type of contribution', 'share is a synonym of contribution', 'only is a synonym of solitary']
26	I think tonight was a very good start.	['start is related to beginning', 'start is related to begin', 'tonight is a synonym of this evening', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good']
27	I'm sorry, I am not going back to the Renaissance fair.	['regret is related to sorry', 'just is related to fair', 'fair is related to carnival']
28	You were very clear. As was everyone else at the table.	['Everyone is afraid of something', 'everyone wants to be happy', 'all is related to everyone', 'glass is related to clear', 'glass is clear', 'water is related to clear', 'clear is related to transparent', 'clear is related to through', 'clear is related to see', 'clear is related to see through', 'window is related to clear', '*Something you find on a table is a tablecloth', 'desk is related to table', '*Something you find on a table is food', '*Something you find on the table is a plate', 'table is related to furniture', 'a table is for Putting things on', '*Something you find under the table is floor', 'table is related to eating']
29	They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.	['facilitator is a type of assistant', 'underboss is a type of assistant', 'city is related to new', 'modern is related to new', 'new is not old', 'baby is related to new', 'fresh is related to new', 'baling wire is a type of wire', 'wire is a synonym of telegram', 'wire is a type of finishing line', 'wire is used for fasten', 'piano wire is a type of wire', 'lead-in is a type of wire', 'telephone wire is a type of wire', 'writing is related to pen', 'You are likely to find a pen in an office.', '*Something you find in a pocket is a pen', 'A pen is an object', 'writing requires a pen', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'bank is related to money', 'You are likely to find a money in a bank', 'bank is related to building', 'a bank is for storing money', 'account is related to bank', 'bank is related to institution']
30	Maybe when I publish it, I'll include an inhaler.	['inhaler is a type of dispenser', 'inhalator is a synonym of inhaler', 'incorporate is a way to include', 'embrace is a way to include', 'carry is a way to include', 'include is used in the context of chemistry']
31	I don't know. It just died. I'm getting a bunch of static.	['atmospherics is a synonym of static', 'static is a type of criticism', 'static is a synonym of electrostatic', 'static is a synonym of motionless', 'crowd is related to bunch', 'bunch is related to group', 'You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know']
32	Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.	['fashion is related to style', 'fashion is related to clothing', 'fashion is related to clothes']
33	The big deal is that nobody touches food on my plate.	['deal is related to cards', 'deal is related to agreement', 'deal is related to bargain', 'Something that might happen when you play cards is you deal', 'mountain is related to big', 'bear is related to big', 'city is related to big', 'cathedral is related to big', 'river is related to big', 'size is related to big', 'horse is related to big', 'tree is related to big', 'large is related to big', 'crowd is related to big', 'nobody is a synonym of cipher', 'cake is related to food', 'plate is related to food', 'rice is related to food', '*Something you find in the refrigerator is food', 'bread is related to food', 'soup is related to food', 'butter is a food', 'plate is related to dish', 'plate is related to food', 'plate is related to eating', 'plate is related to round', 'plate is related to dinner', 'plate is related to flat', '*Something you find on the table is a plate']
34	On a dusty highway just outside Bakersfield. Where do you think? On Mars!	['dusty is a synonym of moth-eaten', 'dusty is a synonym of dust-covered', 'A highway is a type of road', 'You can use a highway to travel', 'You can use a highway to drive on', 'road is related to highway', 'You can use a highway to go elsewhere', 'You are likely to find a highway in the country', 'You are likely to find a highway in between to cities', 'If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'weather is related to outside', 'window is related to outside', 'camp is related to outside', 'ground is related to outside', 'garden is related to outside']
35	How nice. Maybe they can carpool when they visit you in federal prison.	['sex is nice', 'kind is related to nice', 'family is nice', 'Some people are nice', 'Something you might do while earning a living is carpool', 'cell is related to prison', 'You are likely to find convicts in prison', 'You are likely to find prisoners in prison', 'escape is related to prison', 'national is similar to federal', 'northern is similar to Federal', 'federal is similar to national', 'Federal is a synonym of Federal soldier', 'Federal is a synonym of federal official', 'federal is used in the context of government']
36	What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!	['If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'earring is a type of jewelry', 'an earring is a piece of jewlery', 'pendant earring is a type of earring', 'wallet is related to pocket', '*Something you find in a pocket is a pen', '*Something you find in a pocket is keys', '*Something you find in a pocket is a key', '*Something you find in a pocket is a wallet', '*Something you find in a pocket is money', 'You are likely to find a penny in your pocket', '*Something you find in a pocket is your hand', '*Something you find in a pocket is lint', 'War is hell', 'foreign is related to other']
37	The blunt instrument that will be the focus of my murder trial?	['The first thing you do when you look through a telescope is focus it', 'be is related to exist', 'exist is related to to be', 'being is related to to be', 'a murder is a crime', 'kill is related to murder', 'If you want to kill someone then you should murder them', 'a murder would make you want to conduct a trial', 'the opposite of tactful is blunt', 'blunt is a synonym of dull', 'blunt is a synonym of stark', 'blunt is a way to weaken', 'blunt is similar to dull', 'blunt is a synonym of deaden', 'blunt is a synonym of numb', 'A guitare is an instrument', 'woodwind is a kind of instrument', 'A clarinet is an instrument', 'saxophone is related to instrument', 'A xylophone is an instrument', 'A harp is an instrument', 'A flute is an instrument', 'A mandolin is a instrument', 'bell is related to instrument', 'violin is related to instrument']
38	Would it work if I just punched you in the face?	['eye is related to face', 'nose is related to face', 'You are likely to find a nose in your face', 'face is related to head', 'head is related to face', 'face is related to eyes', 'face is related to nose', 'mouth is related to face', 'work is related to job', 'Computers are used to work', 'a computer is used for work', 'office is related to work', 'You would work because you need money', 'If you want to get paid then you should work', 'If you want to earn a living then you should Work', 'desk is related to work']
39	Answering the question once and for all why Wolowitz bailed out of medical school.	['doctor is related to medical', 'You are likely to find children in a school.', 'class is related to school', 'You are likely to find a human in the school', 'school is for learning', '*Something you find at a school is a child', 'You are likely to find a computer in any school', 'school is related to learning', 'school is related to place', 'You are likely to find a school in a town', 'answer is related to question', 'ask is related to question', 'question is related to answer', 'why is related to question', 'question is related to ask', 'question is related to query', 'answer is the opposite of question', 'question is related to asking']
40	My aunt Marion gave them to me for my 12th birthday.	['An aunt is part of the family', 'cake is related to birthday', 'birthday is related to celebration', 'birthday is related to cake', 'birthday is related to day', 'birthday is related to born', 'birthday is related to party', 'birthday is related to age', 'birthday is related to annual', 'party is related to birthday']
41	You were right. Your larynx is terribly inflamed. I've never seen anything like it.	"['larynx is a type of speech organ', 'the larynx is part of a human body', 'glottis is a part of larynx', 'larynx is a type of cartilaginous structure', 'thyroid cartilage is a part of larynx', 'vocal cord is a part of larynx', 'arytenoid is a part of larynx', 'laryngeal artery is a part of larynx', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', ""an inanimate object doesn't want anything""]"
42	"""Dave."" Sounds like Leonard's got a new BFF."	['city is related to new', 'modern is related to new', 'new is not old', 'baby is related to new', 'fresh is related to new']
43	If you don't like this stuff, let's go next door and build her a bear.	['property is related to stuff', 'build is related to construct', 'You can use a board to build', 'build is related to make', 'build is related to construction', 'drop is related to let', 'let is related to allow', 'allow is related to let', 'let is related to rent', 'let is related to permit', 'You would buy presents for others because you like them', 'like is related to love', 'servant is related to like', 'Something that might happen as a consequence of watching a film is you like it', 'You would entertain someone because you like them', 'like is related to similar', 'love is related to like', 'squirrel is related to like', 'door is related to entrance', 'door is related to opening', 'door is related to house', 'You are likely to find a door in a building', 'door is related to portal', 'door is related to knob', 'door is related to entry', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'next is related to after', 'bear is related to animal', 'bear is related to grizzly', 'bear is related to polar', 'bear is related to big', 'bear is related to brown', 'bear is related to mammal', 'bear is related to large']
44	"- Maybe I heard you wrong. A lot of words sound like ""yoga."""	['much is related to lot', 'lot is related to parking', 'many is related to lot', 'crowd is related to lot', 'stretch is related to yoga', 'killing is wrong', 'mistake is related to wrong']
45	Why don't you just lie down on the floor and swim there?	['swim is related to water', 'If you want to swim then you should get into the water', 'One of the things you do when you swim is get wet', 'If you want to swim then you should go to the pool', 'swim is related to activity', 'swim is related to pool', 'You would swim because you are hot', 'swim is related to movement', 'swim is related to sport', 'floor is related to ground', 'ground is related to floor', '*Something you find under the table is floor', 'You can use a floor to walk', '*Something you find under your bed is the floor', 'floor is related to carpet', '*Something you find under the carpet is the floor', '*Something you find under a desk is a floor', 'If you want to commit perjury then you should lie', 'Something that might happen when you lie is you get caught', 'A lie is a type of deception', 'You would lie because you want to protect someone', 'Something that might happen when you pretend is you lie', 'cake is related to lie']
46	I hope I'm a waitress at the Cheesecake Factory for my whole life.	['*Something you find at a resturant is a waitress', 'death is part of life.', 'water is life', 'Life is finite', 'Life is for living', 'The effect of living is life', '*Something you find on earth is life', 'a person wants life', 'life is good', 'a piece is part of a whole', 'entire is related to whole', 'body is related to whole']
47	When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.	['ambience is a synonym of ambiance', 'ambience is a synonym of atmosphere', 'Ducks have a bill', 'dollar is related to bill', '*Something you find in a restaurant is a bill', 'bill is related to payment', 'bill is related to money', 'bill is related to paper', 'You are likely to find a bill in congress', 'payment is related to bill', 'bill is related to dollar', 'pay is related to money', 'You can use a check to pay', 'pay is related to give', 'Something you might do while going for a haircut is pay', 'You can use a dollar bill to pay', 'Something you need to do before you buy something is pay', 'pay is related to give money', 'a person wants to enjoy', 'You would ride a horse because you enjoy it', 'One of the things you do when you eat a cookie is enjoy it', 'enjoy is related to like']
48	There's no hurry. Tell them more about their secret love for each other.	['Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love', 'rush is related to hurry', 'agent is related to secret', 'foreign is related to other']
49	Kind of makes you feel more alive, doesn't it?	['An animal is alive', 'dead is not alive', 'If you want to breathe then you should be alive', 'a tree is alive', 'trees are alive', 'a plant is alive', 'touch is related to feel', 'feel is related to touch', 'feel is related to sense']
50	Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.	['slowness is a type of pace', 'gallop is a way to pace', 'dress is related to long', 'ago is related to long', 'rifle is related to long', 'hall is related to long', 'far is related to long', 'rabbit is related to long', 'river is related to long', 'pointless is a synonym of scoreless', 'unpointed is a synonym of pointless', 'preserve is related to keep', 'You would record somethign because you want to keep it', 'keep is related to retain', 'keep is related to hold', 'Something that might happen when you meet a friend is a conversation', 'call is related to conversation', 'talk is related to conversation', 'Something that might happen when you stand in line is conversation', 'smoking is for conversation', 'close is a synonym of conclude', 'conclude is a way to end']
51	Excuse me, but what about me? Why don't I get a shot?	['Something you need to do before you get something is ask for it', 'If you want to get something then you should reach for it', 'get is related to receive', 'get is related to acquire', 'get is related to obtain', 'bullet is related to shot']
52	"So? Do cocaine smugglers write ""cocaine"" on the box?"	['box is related to container', 'a box is a container', 'box is related to cardboard', 'box is related to cube', 'box is related to square', 'You are likely to find a box in any garage', 'cocaine is addictive', 'coke is a type of cocaine', 'crack is a type of cocaine', 'cocain is a synonym of cocaine', 'Cocaine is a chemical']
53	Thank you so much for giving me the opportunity to help.	['You would give assistance because you want help someone', 'One of the things you do when you give assistance is help', 'servant is related to help', 'support is related to help', 'Something that might happen when you help someone is that they thank you', 'The effect of giving assistance is to help someone', 'much is related to lot', 'much is the opposite of little', 'price is related to much', 'opportunity is related to chance']
54	You know this can go on all night. Why don't you just come with us?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'evening is related to night', 'dream is related to night', 'sleep is related to night', 'night is related to dark', 'moon is related to night', 'day is not night', 'return is related to come', 'arrive is related to come', 'come is related to arrive']
55	Provided he has already read and is familiar with the reestablishment of the DC multiverse.	[]
56	"You think ""coffee,"" means coffee. That is so sweet."	['coffee is a stimulant', 'Coffee contains caffeine', 'Coffee is served hot', 'You are likely to find coffee in a coffee shop.', 'You are likely to find a sugar in coffee', 'a mug is used for coffee', 'Coffee is made from coffee beans', 'sugar is related to sweet', 'cake is related to sweet', 'Cookies are sweet', 'Cake is sweet']
57	You don't really believe in that superstition, do you?	['superstition is a bad thing', 'believe is related to faith']
58	Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?	['first cousin is a synonym of cousin', 'widow is related to husband', 'idea is related to thought', 'theory is related to idea', 'idea is related to bulb', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'a name is something that is used to identify something or someone', 'name is related to person', 'name is related to title', 'name is related to personal', 'name is related to label', 'a name is for labeling things', 'mark is related to name', 'name is related to identity', 'home is related to live', 'Something you need to do before you live is be born', 'The last thing you do when you Live is Die', 'You would breathe because you want live', 'One of the things you do when you live is breathe', 'Humanity wants to live', 'Something you need to do before you die is live']
59	Hardly a day goes by when I don't think about it.	['If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'birthday is related to day', 'morning is related to day', 'day is related to time', 'evening is related to day', 'day is related to week']
60	Sure, maybe a tableau of me trying to pummel you to death.	['tableau is a type of view', 'tableau vivant is a synonym of tableau', 'tableau is a type of arrangement', 'Sometimes killing causes death', 'death is part of life.', '*Something you find at a war is death', 'A death can bring sorrow', 'biff is a synonym of pummel', 'pummel is a way to hit', 'pommel is a synonym of pummel']
61	Terrific, it's just that... I don't think Penny wants me to go.	['If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
62	What did you mean when you said you were going to miss me?	['People can be mean', 'average is related to mean', 'mean is related to average', 'miss is related to woman']
63	Ooh, big talk from a man who was once treed by a chicken.	['chicken is related to bird', 'egg is related to chicken', 'chicken is related to hen', 'chicken is related to rooster', 'chicken is related to animal', 'the chicken can cross the road', 'chicken is a type of food', 'chicken is related to farm', 'chicken is related to eggs', 'chicken is related to food', 'mountain is related to big', 'bear is related to big', 'city is related to big', 'cathedral is related to big', 'river is related to big', 'size is related to big', 'horse is related to big', 'tree is related to big', 'large is related to big', 'crowd is related to big', 'talk is related to speak', 'Something that might happen when you talk is someone will listen', 'Something that might happen when you talk is open mouth', 'talk is related to communication', 'One of the things you do when you express information is to talk', 'Something you might do while communicating is talk', 'having a conversation requires you to talk', 'One of the things you do when you make a phone call is talk', 'An activity a friend can do is talk', 'Something you might do while enjoying the company of your friends is talk', 'boy is related to man', 'man is related to person', 'man is related to boy', 'person is related to man', 'fellow is related to man', 'father figure is a type of man']
64	No, I mean, we can always go back to being friends.	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
